street,from,to,distance_km,travel_time_min,congestion_level
Rua do Campo,Intersection_69,Intersection_114,4.04,19.51,0.58
Rua das Laranjeiras,Intersection_138,Intersection_51,2.85,9.65,0.48
Rua da Lua,Intersection_141,Intersection_18,2.94,23.44,0.46
Rua da Colina,Intersection_83,Intersection_129,2.12,28.46,0.14
Rua das Rosas,Intersection_106,Intersection_129,2.69,6.0,0.56
Rua do Sol,Intersection_143,Intersection_66,3.13,13.13,0.17
Rua dos Ipes,Intersection_49,Intersection_33,0.65,29.32,0.73
Rua da Lua,Intersection_50,Intersection_25,3.29,2.42,0.19
Rua do Campo,Intersection_31,Intersection_38,2.96,9.8,0.68
Rua dos Cedros,Intersection_137,Intersection_2,2.18,13.15,0.96
Rua das Orquideas,Intersection_91,Intersection_47,1.54,24.15,0.62
Rua dos Lirios,Intersection_145,Intersection_2,4.33,13.81,0.97
Rua dos Passaros,Intersection_51,Intersection_32,2.59,8.98,0.69
Rua dos Jacarandas,Intersection_58,Intersection_94,4.77,14.53,0.12
Rua dos Cedros,Intersection_132,Intersection_25,1.5,11.65,0.42
Rua da Cascata,Intersection_79,Intersection_130,3.97,23.88,0.74
Rua dos Pinheiros,Intersection_0,Intersection_92,1.82,29.73,0.18
Rua das Palmeiras,Intersection_102,Intersection_67,2.99,17.89,0.75
Rua das Violetas,Intersection_55,Intersection_45,1.49,25.48,0.17
Rua dos Girassois,Intersection_130,Intersection_149,1.54,22.63,0.52
Rua das Nuvens,Intersection_128,Intersection_96,3.66,14.1,0.61
Rua da Aurora,Intersection_71,Intersection_115,2.12,10.63,0.81
Rua dos Passaros,Intersection_115,Intersection_138,0.65,23.35,0.24
Rua da Montanha,Intersection_3,Intersection_107,4.32,17.89,0.52
Rua da Lua,Intersection_35,Intersection_47,1.84,17.46,0.19
Rua dos Pinheiros,Intersection_144,Intersection_62,3.22,11.93,1.0
Rua das Laranjeiras,Intersection_65,Intersection_156,3.53,9.4,0.85
Rua dos Ipes,Intersection_3,Intersection_69,4.21,14.31,0.99
Rua das Oliveiras,Intersection_135,Intersection_0,3.79,23.98,0.91
Rua da Lua,Intersection_89,Intersection_130,1.55,20.21,0.9
Rua dos Cravos,Intersection_14,Intersection_138,4.46,12.96,0.79
Rua das Acacias,Intersection_146,Intersection_109,0.93,23.89,0.82
Rua das Palmeiras,Intersection_40,Intersection_77,4.21,19.47,0.96
Rua das Acacias,Intersection_124,Intersection_8,2.39,4.65,0.64
Rua das Laranjeiras,Intersection_53,Intersection_15,2.56,2.31,0.82
Rua da Cascata,Intersection_88,Intersection_10,3.17,4.29,0.7
Rua das Orquideas,Intersection_91,Intersection_95,3.94,22.92,0.31
Rua das Flores,Intersection_44,Intersection_134,2.44,16.11,0.5
Rua dos Girassois,Intersection_38,Intersection_113,3.23,12.66,0.52
Rua das Aguas,Intersection_63,Intersection_21,3.77,16.16,0.54
Rua da Cascata,Intersection_155,Intersection_71,3.66,6.54,0.89
Rua do Sol,Intersection_25,Intersection_16,2.26,7.75,0.95
Rua dos Lirios,Intersection_111,Intersection_69,4.97,14.19,0.14
Rua dos Lirios,Intersection_70,Intersection_51,2.52,15.39,0.51
Rua dos Cravos,Intersection_90,Intersection_78,0.76,7.57,0.29
Rua das Oliveiras,Intersection_89,Intersection_96,2.03,13.85,0.79
Rua das Orquideas,Intersection_14,Intersection_47,3.66,12.2,0.11
Rua das Nuvens,Intersection_87,Intersection_110,0.81,7.58,0.49
Rua das Margaridas,Intersection_48,Intersection_34,3.9,12.66,0.22
Rua das Palmeiras,Intersection_112,Intersection_89,3.48,11.06,0.73
Rua do Campo,Intersection_58,Intersection_85,3.3,28.67,0.51
Rua da Montanha,Intersection_141,Intersection_127,2.4,20.21,0.21
Rua das Flores,Intersection_143,Intersection_29,0.65,9.32,0.93
Rua das Violetas,Intersection_87,Intersection_69,4.54,29.27,0.45
Rua dos Passaros,Intersection_77,Intersection_148,4.0,12.78,0.74
Rua dos Passaros,Intersection_39,Intersection_128,1.11,4.77,0.29
Rua do Campo,Intersection_129,Intersection_7,3.13,7.32,0.87
Rua da Aurora,Intersection_72,Intersection_148,2.4,9.39,0.74
Rua dos Passaros,Intersection_117,Intersection_18,3.3,21.47,0.27
Rua das Nuvens,Intersection_49,Intersection_58,1.35,22.36,0.58
Rua da Aurora,Intersection_64,Intersection_16,4.48,15.2,0.97
Rua da Aurora,Intersection_33,Intersection_41,1.95,8.31,0.35
Rua das Margaridas,Intersection_9,Intersection_32,2.63,7.43,0.19
Rua das Aguas,Intersection_112,Intersection_96,1.69,8.5,0.86
Rua da Lua,Intersection_83,Intersection_105,2.76,27.29,0.34
Rua dos Lirios,Intersection_119,Intersection_11,1.23,8.51,0.25
Rua das Aguas,Intersection_9,Intersection_127,1.66,18.74,0.51
Rua da Cascata,Intersection_75,Intersection_131,2.95,9.93,0.48
Rua das Flores,Intersection_56,Intersection_32,1.88,10.6,0.8
Rua do Sol,Intersection_3,Intersection_51,3.46,27.63,0.41
Rua dos Ipes,Intersection_55,Intersection_47,3.4,28.48,0.61
Rua da Cascata,Intersection_78,Intersection_109,3.97,26.49,0.83
Rua das Orquideas,Intersection_156,Intersection_123,3.27,28.01,0.6
Rua das Flores,Intersection_23,Intersection_109,2.36,1.12,0.16
Rua das Nuvens,Intersection_34,Intersection_95,3.52,4.76,0.85
Rua dos Cedros,Intersection_23,Intersection_151,0.99,26.16,0.95
Rua das Rosas,Intersection_124,Intersection_92,0.6,23.26,0.82
Rua da Cascata,Intersection_57,Intersection_93,4.34,1.4,0.65
Rua da Lua,Intersection_44,Intersection_148,1.75,12.08,0.87
Rua das Oliveiras,Intersection_62,Intersection_83,2.94,8.98,0.78
Rua dos Ipes,Intersection_113,Intersection_96,0.78,14.86,0.78
Rua das Rosas,Intersection_6,Intersection_2,2.99,15.52,0.25
Rua da Lua,Intersection_123,Intersection_7,2.77,22.29,0.41
Rua da Aurora,Intersection_23,Intersection_115,2.87,5.52,0.13
Rua das Flores,Intersection_75,Intersection_26,1.78,25.57,0.11
Rua da Cascata,Intersection_77,Intersection_132,4.07,9.8,0.2
Rua da Lua,Intersection_90,Intersection_80,3.84,11.77,0.67
Rua da Lua,Intersection_131,Intersection_43,0.78,6.0,0.85
Rua das Acacias,Intersection_118,Intersection_53,4.69,17.03,0.21
Rua dos Ipes,Intersection_30,Intersection_66,2.11,2.51,0.51
Rua das Acacias,Intersection_100,Intersection_89,1.71,9.81,0.83
Rua das Orquideas,Intersection_91,Intersection_52,1.35,7.62,0.64
Rua do Sol,Intersection_55,Intersection_111,1.7,3.81,0.89
Rua das Flores,Intersection_78,Intersection_120,4.74,17.55,0.12
Rua da Aurora,Intersection_141,Intersection_25,3.95,18.93,0.72
Rua dos Cedros,Intersection_82,Intersection_140,2.18,23.57,0.14
Rua dos Lirios,Intersection_128,Intersection_41,2.15,18.64,0.72
Rua da Lua,Intersection_78,Intersection_59,1.1,29.93,0.51
Rua das Oliveiras,Intersection_126,Intersection_90,1.24,23.27,0.35
Rua dos Girassois,Intersection_44,Intersection_81,4.22,6.65,0.27
Rua dos Passaros,Intersection_87,Intersection_54,4.66,14.44,0.74
Rua dos Girassois,Intersection_75,Intersection_28,3.95,8.13,0.95
Rua das Aguas,Intersection_84,Intersection_141,4.93,20.23,0.95
Rua dos Pinheiros,Intersection_91,Intersection_126,4.04,18.29,0.65
Rua da Colina,Intersection_96,Intersection_25,1.83,19.11,0.28
Rua da Lua,Intersection_104,Intersection_77,3.62,25.57,0.31
Rua do Sol,Intersection_33,Intersection_150,2.63,10.75,0.33
Rua das Acacias,Intersection_127,Intersection_61,1.7,25.55,0.28
Rua dos Pinheiros,Intersection_58,Intersection_147,2.71,14.21,0.84
Rua dos Jacarandas,Intersection_69,Intersection_86,1.83,28.18,0.34
Rua das Violetas,Intersection_22,Intersection_18,1.99,21.61,0.61
Rua das Acacias,Intersection_57,Intersection_42,1.67,10.57,0.17
Rua das Laranjeiras,Intersection_51,Intersection_29,2.13,29.9,0.64
Rua do Sol,Intersection_11,Intersection_71,2.4,27.95,0.6
Rua dos Jacarandas,Intersection_66,Intersection_13,2.42,3.9,0.49
Rua dos Jacarandas,Intersection_142,Intersection_99,3.43,6.44,0.21
Rua da Cascata,Intersection_38,Intersection_98,0.61,29.21,0.46
Rua das Aguas,Intersection_93,Intersection_119,1.33,25.74,0.86
Rua das Margaridas,Intersection_135,Intersection_144,3.56,20.25,0.23
Rua das Violetas,Intersection_101,Intersection_135,3.32,6.37,0.8
Rua das Laranjeiras,Intersection_131,Intersection_104,2.31,16.56,0.51
Rua da Lua,Intersection_115,Intersection_110,1.43,18.82,0.95
Rua do Sol,Intersection_53,Intersection_44,4.15,19.05,0.94
Rua dos Jacarandas,Intersection_137,Intersection_81,2.08,17.02,0.48
Rua das Laranjeiras,Intersection_41,Intersection_98,1.65,29.47,0.23
Rua das Orquideas,Intersection_64,Intersection_152,1.54,20.19,0.27
Rua dos Ipes,Intersection_56,Intersection_27,1.34,11.79,0.89
Rua das Laranjeiras,Intersection_98,Intersection_54,1.14,2.39,0.37
Rua das Acacias,Intersection_104,Intersection_31,2.05,20.7,0.25
Rua das Orquideas,Intersection_34,Intersection_124,4.47,18.1,0.8
Rua da Aurora,Intersection_44,Intersection_156,1.97,13.95,0.92
Rua da Aurora,Intersection_104,Intersection_46,3.64,18.97,0.57
Rua dos Lirios,Intersection_75,Intersection_12,2.75,6.51,0.53
Rua das Laranjeiras,Intersection_77,Intersection_74,3.67,9.01,0.78
Rua dos Jacarandas,Intersection_48,Intersection_130,3.55,9.01,0.17
Rua das Aguas,Intersection_48,Intersection_100,3.17,13.29,0.42
Rua dos Jacarandas,Intersection_87,Intersection_37,3.85,24.67,0.46
Rua das Nuvens,Intersection_3,Intersection_45,0.71,19.89,0.87
Rua do Sol,Intersection_112,Intersection_39,3.72,11.5,0.31
Rua das Violetas,Intersection_87,Intersection_108,2.51,25.25,0.26
Rua da Montanha,Intersection_141,Intersection_110,4.11,12.74,0.8
Rua das Flores,Intersection_89,Intersection_101,0.98,29.78,0.29
Rua das Oliveiras,Intersection_107,Intersection_31,0.74,8.9,0.75
Rua do Sol,Intersection_57,Intersection_76,3.46,20.4,0.31
Rua dos Cedros,Intersection_123,Intersection_7,2.39,24.68,0.33
Rua dos Girassois,Intersection_81,Intersection_12,2.05,21.6,0.34
Rua das Oliveiras,Intersection_123,Intersection_74,1.19,2.57,0.86
Rua das Rosas,Intersection_151,Intersection_77,4.52,25.35,0.93
Rua da Montanha,Intersection_79,Intersection_129,0.67,17.13,0.68
Rua das Oliveiras,Intersection_44,Intersection_107,2.72,13.8,0.9
Rua das Flores,Intersection_2,Intersection_115,4.16,6.24,0.53
Rua dos Pinheiros,Intersection_106,Intersection_154,2.83,12.12,0.95
Rua das Flores,Intersection_112,Intersection_45,3.34,10.17,0.98
Rua das Aguas,Intersection_94,Intersection_54,2.41,2.14,0.86
Rua dos Girassois,Intersection_17,Intersection_19,3.88,14.45,0.27
Rua da Colina,Intersection_93,Intersection_152,0.74,15.42,0.86
Rua das Flores,Intersection_96,Intersection_37,3.61,15.03,0.85
Rua do Campo,Intersection_12,Intersection_127,3.49,15.13,0.31
Rua dos Pinheiros,Intersection_79,Intersection_127,2.19,13.6,0.6
Rua das Flores,Intersection_132,Intersection_42,1.9,2.69,0.82
Rua dos Jacarandas,Intersection_143,Intersection_44,1.26,27.09,0.58
Rua das Laranjeiras,Intersection_79,Intersection_92,4.94,11.51,0.45
Rua da Montanha,Intersection_131,Intersection_138,4.25,26.02,0.51
Rua das Palmeiras,Intersection_105,Intersection_112,2.97,15.37,0.43
Rua do Campo,Intersection_52,Intersection_151,1.65,28.77,0.91
Rua dos Cedros,Intersection_92,Intersection_143,3.41,3.28,0.32
Rua das Oliveiras,Intersection_54,Intersection_9,1.45,6.32,0.83
Rua das Laranjeiras,Intersection_148,Intersection_157,4.9,16.66,0.6
Rua do Campo,Intersection_126,Intersection_146,0.58,6.9,0.13
Rua das Laranjeiras,Intersection_48,Intersection_122,3.04,18.66,0.15
Rua das Flores,Intersection_117,Intersection_114,0.96,27.49,0.19
Rua dos Cedros,Intersection_96,Intersection_56,4.67,1.28,0.26
Rua das Oliveiras,Intersection_51,Intersection_85,1.04,10.86,0.59
Rua dos Girassois,Intersection_102,Intersection_11,0.83,4.65,0.23
Rua dos Cravos,Intersection_71,Intersection_54,1.33,20.02,0.63
Rua do Sol,Intersection_25,Intersection_28,4.08,19.24,0.37
Rua do Campo,Intersection_52,Intersection_110,1.88,11.08,0.86
Rua das Nuvens,Intersection_100,Intersection_81,3.27,24.84,0.66
Rua das Violetas,Intersection_35,Intersection_138,0.74,2.78,0.93
Rua das Laranjeiras,Intersection_11,Intersection_59,4.32,16.84,0.27
Rua das Oliveiras,Intersection_89,Intersection_127,4.71,18.94,0.26
Rua das Margaridas,Intersection_87,Intersection_54,1.92,16.32,0.44
Rua do Sol,Intersection_33,Intersection_21,4.55,20.7,0.49
Rua dos Cedros,Intersection_12,Intersection_36,1.13,29.1,0.13
Rua do Campo,Intersection_16,Intersection_52,3.76,9.67,0.25
Rua do Campo,Intersection_144,Intersection_72,3.64,26.39,0.13
Rua da Montanha,Intersection_45,Intersection_68,1.46,17.51,0.9
Rua das Flores,Intersection_91,Intersection_54,2.12,3.04,0.17
Rua dos Jacarandas,Intersection_51,Intersection_49,3.89,13.37,0.38
Rua das Acacias,Intersection_14,Intersection_156,4.77,27.49,0.88
Rua das Palmeiras,Intersection_151,Intersection_14,1.56,26.23,0.56
Rua das Aguas,Intersection_11,Intersection_125,1.92,7.74,0.24
Rua dos Pinheiros,Intersection_51,Intersection_100,2.91,1.05,0.43
Rua das Flores,Intersection_100,Intersection_86,3.07,17.79,0.66
Rua do Sol,Intersection_51,Intersection_133,4.38,8.26,0.41
Rua das Rosas,Intersection_47,Intersection_127,3.9,23.52,0.14
Rua dos Cravos,Intersection_72,Intersection_29,3.47,29.32,0.36
Rua das Margaridas,Intersection_135,Intersection_111,3.02,13.34,0.11
Rua da Colina,Intersection_146,Intersection_107,2.84,17.53,0.88
Rua dos Girassois,Intersection_80,Intersection_105,2.66,4.08,0.65
Rua da Aurora,Intersection_118,Intersection_153,0.87,17.6,0.86
Rua das Rosas,Intersection_132,Intersection_117,1.47,1.26,0.29
Rua dos Girassois,Intersection_89,Intersection_56,2.51,19.9,0.71
Rua das Rosas,Intersection_42,Intersection_10,4.67,13.59,0.47
Rua dos Ipes,Intersection_157,Intersection_89,2.26,15.48,0.44
Rua das Laranjeiras,Intersection_127,Intersection_54,4.24,1.68,0.47
Rua dos Lirios,Intersection_72,Intersection_58,4.08,6.98,0.33
Rua das Margaridas,Intersection_24,Intersection_64,2.65,20.95,0.36
Rua dos Lirios,Intersection_87,Intersection_72,1.3,12.1,0.41
Rua do Sol,Intersection_76,Intersection_37,2.89,26.31,0.44
Rua das Flores,Intersection_29,Intersection_106,4.16,5.97,0.42
Rua dos Cravos,Intersection_34,Intersection_14,0.67,8.17,0.37
Rua da Aurora,Intersection_51,Intersection_42,3.8,9.92,0.38
Rua das Orquideas,Intersection_72,Intersection_82,3.78,13.49,0.41
Rua da Cascata,Intersection_114,Intersection_133,3.09,4.54,0.89
Rua dos Passaros,Intersection_129,Intersection_132,4.53,21.7,0.52
Rua das Palmeiras,Intersection_50,Intersection_34,1.23,13.49,0.7
Rua do Sol,Intersection_11,Intersection_142,4.77,29.95,0.82
Rua da Lua,Intersection_69,Intersection_10,0.83,4.74,0.14
Rua da Montanha,Intersection_55,Intersection_33,4.06,21.88,0.4
Rua da Cascata,Intersection_151,Intersection_118,0.82,1.84,0.84
Rua das Laranjeiras,Intersection_54,Intersection_153,4.89,7.99,0.49
Rua das Laranjeiras,Intersection_24,Intersection_54,1.58,5.5,0.66
Rua das Flores,Intersection_53,Intersection_97,4.42,4.39,0.18
Rua da Montanha,Intersection_118,Intersection_157,4.94,24.1,0.26
Rua das Flores,Intersection_104,Intersection_96,0.76,25.85,0.36
Rua das Palmeiras,Intersection_42,Intersection_68,2.36,14.62,0.49
Rua dos Pinheiros,Intersection_73,Intersection_107,3.13,27.52,0.37
Rua da Aurora,Intersection_48,Intersection_82,3.85,18.63,0.36
Rua dos Girassois,Intersection_12,Intersection_93,0.95,2.04,0.82
Rua das Aguas,Intersection_117,Intersection_58,2.98,9.27,0.56
Rua do Campo,Intersection_23,Intersection_63,2.48,1.65,0.55
Rua dos Cravos,Intersection_135,Intersection_49,2.74,16.53,0.43
Rua das Aguas,Intersection_57,Intersection_68,4.5,2.29,0.71
Rua das Aguas,Intersection_27,Intersection_109,4.49,18.66,0.12
Rua das Acacias,Intersection_26,Intersection_106,4.53,26.9,0.24
Rua das Acacias,Intersection_156,Intersection_122,0.67,22.09,0.55
Rua dos Cedros,Intersection_137,Intersection_117,1.43,6.35,0.52
Rua das Oliveiras,Intersection_155,Intersection_15,3.76,6.19,0.33
Rua das Acacias,Intersection_149,Intersection_48,1.59,23.41,0.3
Rua dos Pinheiros,Intersection_93,Intersection_128,2.19,21.73,0.71
Rua da Montanha,Intersection_11,Intersection_50,4.61,16.54,0.72
Rua dos Girassois,Intersection_130,Intersection_46,2.16,7.34,0.58
Rua dos Passaros,Intersection_38,Intersection_122,1.6,28.17,0.13
Rua da Colina,Intersection_92,Intersection_133,3.19,18.04,0.27
Rua das Orquideas,Intersection_59,Intersection_108,2.56,9.09,0.44
Rua dos Ipes,Intersection_16,Intersection_84,3.36,10.62,0.66
Rua da Colina,Intersection_41,Intersection_61,1.48,24.38,0.31
Rua dos Lirios,Intersection_122,Intersection_13,2.97,25.14,0.96
Rua dos Passaros,Intersection_148,Intersection_65,2.48,12.38,0.29
Rua dos Passaros,Intersection_118,Intersection_127,2.6,27.04,0.28
Rua dos Lirios,Intersection_115,Intersection_91,1.82,19.47,0.44
Rua dos Jacarandas,Intersection_108,Intersection_65,2.13,9.5,0.34
Rua das Palmeiras,Intersection_110,Intersection_95,3.9,8.66,0.82
Rua das Acacias,Intersection_113,Intersection_67,2.22,9.99,0.75
Rua das Acacias,Intersection_126,Intersection_20,3.35,10.46,0.68
Rua das Palmeiras,Intersection_71,Intersection_63,1.75,19.52,0.24
Rua das Palmeiras,Intersection_151,Intersection_156,1.12,10.61,0.29
Rua das Oliveiras,Intersection_110,Intersection_1,3.85,17.61,0.99
Rua das Rosas,Intersection_138,Intersection_53,2.16,22.56,0.91
Rua da Lua,Intersection_53,Intersection_42,4.64,4.84,0.83
Rua dos Cedros,Intersection_37,Intersection_97,4.98,8.02,0.6
Rua dos Cedros,Intersection_55,Intersection_152,0.55,5.24,0.11
Rua das Oliveiras,Intersection_19,Intersection_93,3.4,10.24,0.66
Rua dos Cravos,Intersection_33,Intersection_11,1.45,10.62,0.58
Rua das Acacias,Intersection_84,Intersection_123,0.93,4.51,0.78
Rua das Orquideas,Intersection_91,Intersection_104,2.31,12.33,0.16
Rua dos Lirios,Intersection_16,Intersection_99,3.29,16.72,0.92
Rua dos Cravos,Intersection_1,Intersection_133,2.43,16.48,0.99
Rua dos Cedros,Intersection_138,Intersection_90,1.29,6.89,0.39
Rua das Aguas,Intersection_127,Intersection_24,4.65,3.51,0.52
Rua dos Passaros,Intersection_29,Intersection_147,1.63,15.36,0.51
Rua dos Cravos,Intersection_155,Intersection_25,0.79,16.95,0.56
Rua dos Pinheiros,Intersection_115,Intersection_126,2.96,16.39,0.12
Rua das Oliveiras,Intersection_4,Intersection_130,4.47,26.76,0.21
Rua dos Pinheiros,Intersection_147,Intersection_44,1.78,28.29,0.64
Rua da Colina,Intersection_31,Intersection_77,4.65,12.71,0.95
Rua das Oliveiras,Intersection_115,Intersection_142,3.48,28.66,0.62
Rua da Colina,Intersection_132,Intersection_98,2.83,3.17,0.4
Rua das Laranjeiras,Intersection_21,Intersection_63,2.94,11.48,0.83
Rua das Rosas,Intersection_151,Intersection_91,4.53,12.29,0.21
Rua dos Cravos,Intersection_49,Intersection_114,2.72,5.09,0.29
Rua das Flores,Intersection_53,Intersection_151,2.77,22.63,0.43
Rua das Nuvens,Intersection_47,Intersection_70,3.51,1.49,0.47
Rua das Aguas,Intersection_36,Intersection_91,2.78,21.7,0.24
Rua dos Girassois,Intersection_97,Intersection_34,0.52,8.29,0.94
Rua da Montanha,Intersection_115,Intersection_39,1.98,20.58,0.7
Rua dos Cedros,Intersection_36,Intersection_142,2.99,27.89,0.81
Rua dos Cravos,Intersection_14,Intersection_101,1.85,10.19,0.28
Rua dos Pinheiros,Intersection_135,Intersection_48,3.84,4.92,0.78
Rua das Oliveiras,Intersection_79,Intersection_136,2.14,7.68,0.46
Rua das Palmeiras,Intersection_81,Intersection_101,1.91,28.15,0.98
Rua das Palmeiras,Intersection_85,Intersection_73,3.22,9.57,0.63
Rua dos Passaros,Intersection_139,Intersection_40,2.52,28.82,0.14
Rua das Flores,Intersection_91,Intersection_115,0.75,25.74,0.29
Rua da Aurora,Intersection_59,Intersection_60,4.07,26.13,0.82
Rua dos Cedros,Intersection_18,Intersection_21,1.86,20.29,0.6
Rua das Aguas,Intersection_60,Intersection_62,3.79,23.57,0.34
Rua das Aguas,Intersection_11,Intersection_155,0.89,1.48,0.59
Rua da Colina,Intersection_68,Intersection_136,4.93,14.64,0.29
Rua das Orquideas,Intersection_74,Intersection_62,0.55,10.61,0.66
Rua das Oliveiras,Intersection_74,Intersection_30,3.39,8.92,0.24
Rua da Aurora,Intersection_84,Intersection_130,3.54,23.71,0.11
Rua das Palmeiras,Intersection_48,Intersection_96,1.81,4.89,0.59
Rua das Acacias,Intersection_79,Intersection_37,0.67,19.36,0.49
Rua das Palmeiras,Intersection_59,Intersection_84,1.5,29.88,0.49
Rua da Montanha,Intersection_56,Intersection_103,1.75,5.95,0.94
Rua dos Ipes,Intersection_102,Intersection_109,4.17,11.27,0.19
Rua dos Girassois,Intersection_68,Intersection_103,2.16,8.73,0.28
Rua da Cascata,Intersection_110,Intersection_117,2.5,24.34,0.21
Rua das Laranjeiras,Intersection_6,Intersection_49,0.62,20.2,0.38
Rua das Oliveiras,Intersection_157,Intersection_52,2.67,17.53,0.59
Rua dos Girassois,Intersection_25,Intersection_24,1.47,22.43,0.97
Rua das Acacias,Intersection_77,Intersection_83,0.84,17.8,0.21
