Street,From,To,Distance_km,Travel_time_min,Congestion_level
Rua da Montanha,3,58,2.67,16.0,0.96
Rua da Aurora,112,35,2.5,8.55,0.61
Rua das Laranjeiras,36,144,4.19,2.6,0.58
Rua das Aguas,90,65,2.68,20.43,0.5
Rua da Colina,43,139,2.05,9.77,0.17
Rua das Nuvens,45,44,2.2,7.14,0.62
Rua dos Ipes,117,118,2.06,22.94,0.9
Rua dos Lirios,143,1,4.96,14.69,0.32
Rua dos Pinheiros,118,29,1.04,12.31,0.8
Rua das Orquideas,85,111,2.46,28.94,0.82
Rua das Orquideas,87,53,4.8,10.57,0.14
Rua do Sol,157,0,2.23,13.62,0.34
Rua das Palmeiras,81,9,2.57,9.25,0.84
Rua da Lua,142,77,3.65,27.49,0.55
Rua dos Jacarandas,136,117,3.28,22.29,0.14
Rua das Orquideas,123,125,3.45,14.63,0.51
Rua das Orquideas,20,147,1.89,29.38,0.98
Rua das Orquideas,142,90,1.67,10.41,0.6
Rua das Acacias,145,50,3.49,29.53,0.12
Rua das Aguas,44,134,4.83,29.46,0.42
Rua dos Girassois,145,28,2.3,3.94,0.67
Rua das Rosas,26,85,2.32,20.35,0.99
Rua das Flores,139,110,2.37,6.66,0.29
Rua da Lua,21,71,4.8,5.01,0.73
Rua dos Passaros,140,53,1.16,14.78,0.44
Rua das Palmeiras,78,57,4.76,18.69,0.92
Rua do Sol,11,12,1.86,23.56,0.68
Rua das Acacias,39,89,1.52,17.36,0.67
Rua das Rosas,80,104,3.09,14.36,0.61
Rua da Cascata,59,69,3.76,2.92,0.24
Rua da Cascata,156,38,3.4,11.37,0.84
Rua das Acacias,24,41,2.71,20.15,0.26
Rua da Montanha,62,17,3.82,10.09,0.53
Rua dos Pinheiros,126,103,4.49,16.3,0.81
Rua das Palmeiras,150,86,0.5,21.48,0.79
Rua dos Girassois,94,39,3.22,16.76,0.15
Rua das Laranjeiras,3,43,1.86,6.08,0.62
Rua do Campo,64,141,1.87,5.81,0.45
Rua dos Lirios,37,108,4.59,27.75,0.85
Rua das Aguas,20,147,4.72,3.06,0.12
Rua dos Pinheiros,26,102,1.63,28.35,0.36
Rua dos Passaros,47,39,1.92,13.98,0.74
Rua dos Girassois,68,152,1.37,22.1,0.13
Rua das Orquideas,90,145,4.94,16.84,0.74
Rua dos Lirios,98,2,3.38,1.91,0.62
Rua dos Girassois,117,120,0.75,27.14,0.54
Rua dos Cravos,94,54,2.07,18.48,0.67
Rua das Aguas,142,123,4.9,2.87,0.39
Rua do Sol,73,146,3.97,5.89,0.13
Rua das Margaridas,78,79,1.34,28.15,0.93
Rua da Cascata,120,55,3.78,3.41,0.88
Rua das Margaridas,94,63,2.77,7.96,0.43
Rua das Palmeiras,21,55,1.84,16.58,0.26
Rua das Margaridas,153,19,3.25,28.57,0.67
Rua das Oliveiras,80,97,2.03,14.13,0.84
Rua das Nuvens,17,98,2.02,2.95,0.2
Rua das Orquideas,4,29,3.6,5.5,0.41
Rua das Flores,135,89,2.18,3.09,0.64
Rua da Cascata,29,147,4.81,15.46,0.96
Rua da Montanha,134,55,1.38,17.16,0.38
Rua das Orquideas,144,78,0.84,27.86,0.56
Rua das Aguas,84,49,3.54,7.97,0.87
Rua dos Cedros,12,62,1.37,28.74,0.37
Rua dos Cravos,48,90,1.42,11.67,0.41
Rua dos Cedros,130,41,2.15,17.57,0.43
Rua das Margaridas,29,21,2.98,13.97,0.76
Rua dos Pinheiros,106,105,2.33,14.99,0.62
Rua dos Lirios,96,102,3.85,2.82,0.2
Rua das Orquideas,46,145,1.6,16.41,1.0
Rua das Palmeiras,69,1,2.19,13.21,0.52
Rua do Sol,71,155,0.51,3.08,0.87
Rua das Flores,156,122,3.17,17.13,0.78
Rua das Oliveiras,153,13,4.97,14.13,0.76
Rua do Sol,115,81,1.3,26.14,0.25
Rua dos Lirios,25,123,2.45,19.48,0.59
Rua dos Pinheiros,36,90,4.12,19.33,0.92
Rua das Acacias,144,105,4.84,13.47,0.31
Rua dos Cravos,66,118,2.24,2.3,0.51
Rua das Acacias,122,54,4.85,1.45,0.69
Rua das Rosas,149,81,2.12,10.74,0.44
Rua dos Girassois,155,73,4.98,25.79,0.15
Rua das Laranjeiras,50,58,4.29,29.06,0.18
Rua das Aguas,102,9,1.92,14.23,0.14
Rua dos Girassois,44,132,1.49,10.4,0.7
Rua das Palmeiras,100,60,3.33,25.78,0.5
Rua do Campo,112,120,1.74,27.63,0.82
Rua das Laranjeiras,62,140,1.13,26.78,0.51
Rua das Margaridas,22,30,3.9,24.04,0.27
Rua da Cascata,43,144,1.13,1.66,0.45
Rua da Colina,74,34,1.93,15.54,0.31
Rua das Orquideas,125,91,2.07,28.94,0.94
Rua da Colina,5,59,1.07,3.39,0.25
Rua das Palmeiras,9,148,3.54,27.67,0.69
Rua das Flores,116,144,4.52,9.14,0.99
Rua dos Passaros,109,138,0.92,6.47,0.95
Rua dos Ipes,7,64,0.73,24.07,0.67
Rua dos Jacarandas,109,86,4.73,25.03,0.38
Rua das Laranjeiras,148,88,4.08,2.47,0.7
Rua da Cascata,128,80,4.91,11.88,0.43
Rua das Nuvens,43,86,0.54,20.42,0.98
Rua dos Jacarandas,78,108,0.82,7.03,0.54
Rua das Orquideas,19,125,4.11,19.26,0.58
Rua da Aurora,98,68,2.0,23.54,0.58
Rua do Sol,114,104,4.98,18.04,0.47
Rua dos Cravos,22,39,1.49,12.84,0.66
Rua das Palmeiras,115,97,3.3,26.61,0.1
Rua das Margaridas,49,143,4.41,17.34,0.37
Rua da Cascata,146,117,4.65,1.66,0.44
Rua do Sol,68,128,3.07,12.61,0.19
Rua da Colina,134,10,2.78,23.12,0.5
Rua do Sol,15,105,0.52,18.85,0.12
Rua das Orquideas,87,63,3.46,13.23,0.12
Rua dos Cravos,155,70,4.59,24.67,0.18
Rua da Aurora,126,92,1.07,23.02,0.44
Rua da Montanha,95,68,3.54,20.09,0.45
Rua da Colina,86,42,2.77,12.45,0.69
Rua dos Ipes,65,8,3.76,12.11,0.42
Rua das Flores,9,134,4.1,19.32,0.34
Rua dos Passaros,24,89,0.9,6.19,0.45
Rua dos Jacarandas,115,151,1.76,22.84,0.23
Rua dos Ipes,119,9,4.37,24.22,0.42
Rua dos Jacarandas,16,13,0.51,7.27,0.22
Rua das Rosas,14,5,3.68,24.63,0.71
Rua dos Cedros,71,16,1.44,18.21,0.89
Rua das Palmeiras,50,107,3.55,18.29,0.63
Rua dos Ipes,74,54,2.72,10.88,0.38
Rua das Orquideas,131,80,2.14,5.9,0.46
Rua das Violetas,128,27,3.17,24.84,0.99
Rua dos Lirios,129,145,2.29,6.73,0.31
Rua das Palmeiras,17,89,1.4,22.52,0.66
Rua dos Passaros,21,123,1.32,8.08,0.47
Rua das Rosas,38,22,2.36,23.54,0.76
Rua das Nuvens,71,34,0.95,27.17,0.95
Rua das Orquideas,11,84,2.75,18.95,0.61
Rua da Lua,71,44,4.07,23.05,0.17
Rua das Margaridas,41,46,1.29,19.94,0.73
Rua das Oliveiras,134,100,0.96,25.82,0.7
Rua das Nuvens,48,72,3.34,26.61,0.93
Rua dos Girassois,68,25,3.97,17.76,0.16
Rua das Rosas,63,106,0.97,25.46,0.7
Rua dos Cedros,71,31,1.0,12.5,0.26
Rua das Rosas,23,102,3.76,11.85,0.22
Rua das Rosas,78,37,4.29,28.31,0.36
Rua da Aurora,24,38,2.31,18.54,0.62
Rua das Margaridas,94,151,1.41,19.55,0.47
Rua da Cascata,40,141,3.43,17.6,0.75
Rua das Rosas,141,144,2.61,19.68,0.65
Rua das Rosas,93,47,4.66,26.62,0.27
Rua das Nuvens,136,81,3.91,20.33,0.27
Rua dos Lirios,154,28,4.28,11.48,0.27
Rua dos Lirios,84,121,3.45,25.79,0.15
Rua dos Passaros,133,18,3.1,9.94,0.69
Rua do Campo,79,9,2.46,1.89,0.52
Rua dos Ipes,43,10,0.88,9.43,0.86
Rua das Margaridas,75,45,1.48,4.57,0.9
Rua dos Pinheiros,74,96,2.26,20.3,0.97
Rua do Sol,152,55,2.22,10.6,0.91
Rua dos Jacarandas,78,17,0.82,18.68,0.68
Rua dos Pinheiros,152,1,4.47,19.57,0.52
Rua do Campo,145,14,3.62,4.68,0.94
Rua das Aguas,80,79,4.74,20.05,0.63
Rua das Aguas,11,56,1.28,2.91,0.64
Rua da Lua,93,50,0.59,21.81,0.75
Rua da Cascata,37,11,4.68,16.89,0.21
Rua das Aguas,28,97,3.29,3.54,0.16
Rua das Palmeiras,72,106,0.74,26.2,0.43
Rua da Cascata,9,148,1.6,21.49,0.21
Rua das Oliveiras,90,33,1.86,23.88,0.59
Rua das Aguas,87,50,4.67,24.46,0.39
Rua da Montanha,11,151,0.58,5.41,0.94
Rua dos Girassois,90,118,4.56,20.22,0.53
Rua dos Cedros,128,26,3.15,14.62,0.24
Rua da Montanha,143,94,0.73,13.92,0.46
Rua da Colina,32,38,1.06,7.15,0.41
Rua das Nuvens,23,76,2.3,9.47,0.97
Rua dos Pinheiros,3,95,1.9,24.96,0.88
Rua das Flores,135,75,0.94,26.92,0.11
Rua dos Cedros,1,48,0.73,19.5,0.85
Rua das Laranjeiras,48,68,4.35,17.4,0.13
Rua da Montanha,77,29,3.98,7.75,0.98
Rua da Colina,53,154,1.78,15.77,0.34
Rua das Nuvens,106,28,4.76,9.53,0.52
Rua dos Ipes,70,113,0.95,28.08,0.88
Rua das Palmeiras,138,24,3.9,19.7,0.47
Rua das Laranjeiras,68,10,3.95,11.05,0.41
Rua da Cascata,119,13,1.09,2.65,0.83
Rua das Margaridas,74,126,1.26,24.39,0.69
Rua das Orquideas,96,119,0.69,23.67,0.26
Rua das Violetas,41,62,2.31,13.97,0.83
Rua dos Cedros,35,140,4.94,19.63,0.55
Rua da Cascata,19,86,4.39,13.64,0.97
Rua da Cascata,17,57,3.2,16.48,0.38
Rua das Laranjeiras,100,96,4.87,27.2,0.47
Rua dos Ipes,107,141,1.33,20.32,0.84
Rua das Oliveiras,29,127,0.94,17.06,0.14
Rua dos Jacarandas,85,72,4.89,24.53,0.64
Rua dos Pinheiros,127,86,1.99,28.86,0.2
Rua do Campo,141,125,3.73,16.37,0.61
Rua das Flores,15,78,0.99,18.91,0.5
Rua das Flores,15,135,1.73,29.07,0.45
Rua das Palmeiras,129,15,1.36,7.16,0.8
Rua da Montanha,101,85,0.78,28.8,0.43
Rua da Montanha,133,65,3.16,13.78,0.26
Rua da Colina,60,101,0.97,12.58,0.58
Rua das Rosas,6,77,1.31,16.65,0.11
Rua da Aurora,143,49,1.76,23.96,0.51
Rua do Sol,97,99,3.53,2.42,0.78
Rua das Laranjeiras,44,76,3.33,3.23,0.76
Rua dos Lirios,90,99,3.98,26.62,0.28
Rua da Montanha,27,32,3.01,5.44,0.46
Rua das Rosas,12,37,1.02,11.71,1.0
Rua das Oliveiras,20,99,4.86,19.76,0.33
Rua da Colina,94,110,0.57,19.89,0.81
Rua da Cascata,125,74,3.46,18.47,0.2
Rua do Sol,109,19,0.79,22.05,0.38
Rua da Colina,86,53,3.14,16.32,0.84
Rua das Rosas,152,0,2.4,16.5,0.68
Rua da Lua,22,25,2.61,26.48,0.21
Rua das Flores,136,22,2.42,14.81,0.89
Rua da Montanha,148,37,2.87,26.77,0.8
Rua dos Pinheiros,136,40,3.03,25.94,0.1
Rua das Margaridas,118,38,4.34,17.4,0.23
Rua das Aguas,134,125,0.88,14.37,0.46
Rua das Oliveiras,11,52,4.35,21.78,0.91
Rua do Sol,139,21,0.77,2.27,0.73
Rua da Lua,67,65,1.48,23.89,0.41
Rua das Palmeiras,19,145,4.44,13.0,0.78
Rua dos Cedros,140,12,2.82,24.49,0.47
Rua das Orquideas,44,23,4.22,4.26,0.62
Rua das Rosas,34,52,1.22,28.49,0.19
Rua da Aurora,94,4,1.02,6.52,0.91
Rua das Violetas,119,155,3.23,7.21,0.46
Rua da Cascata,104,25,4.15,10.47,0.93
Rua das Aguas,130,157,2.43,12.54,0.58
Rua dos Cedros,78,76,3.93,26.02,0.2
Rua dos Cravos,39,66,2.75,2.92,0.29
Rua dos Jacarandas,40,41,3.74,6.39,0.21
Rua da Cascata,70,20,3.15,24.47,0.6
Rua das Aguas,27,41,1.7,17.36,0.8
Rua das Oliveiras,72,134,4.23,25.94,0.97
Rua dos Girassois,106,2,1.27,2.28,0.18
Rua da Aurora,144,147,4.6,20.59,0.12
Rua da Aurora,46,75,3.65,21.74,0.88
Rua da Cascata,102,103,3.88,26.02,0.6
Rua das Violetas,145,70,1.67,28.53,0.46
Rua das Flores,46,157,1.14,21.79,0.93
Rua da Lua,62,144,1.62,3.78,0.12
Rua dos Cravos,3,74,1.07,17.98,0.41
Rua do Campo,85,65,2.51,14.58,0.88
Rua da Lua,138,154,3.33,11.41,0.93
Rua dos Cravos,98,132,4.29,19.7,0.33
Rua dos Girassois,132,122,0.97,21.12,0.6
Rua das Rosas,44,49,2.66,25.03,0.95
Rua da Lua,87,61,0.69,2.72,0.98
Rua do Sol,73,53,2.35,5.11,0.84
Rua das Rosas,90,5,2.3,6.51,0.84
Rua das Acacias,15,34,1.28,15.63,0.81
Rua das Violetas,76,124,3.63,23.65,0.35
Rua da Lua,154,85,1.94,2.2,0.8
Rua das Oliveiras,102,144,4.2,25.95,0.99
Rua dos Passaros,139,66,1.69,29.6,0.39
Rua das Aguas,118,88,1.11,25.78,0.99
Rua das Margaridas,103,84,1.33,29.13,0.93
Rua das Rosas,13,139,3.09,8.34,0.29
Rua das Oliveiras,48,130,1.79,27.58,0.76
Rua das Orquideas,39,50,3.94,13.34,0.76
Rua das Oliveiras,139,37,0.6,14.62,0.67
Rua das Palmeiras,133,95,1.0,6.54,0.9
Rua das Margaridas,45,122,2.23,20.84,0.88
Rua da Montanha,6,60,3.42,27.04,0.3
Rua das Aguas,77,133,4.44,2.02,0.91
Rua das Violetas,111,62,4.58,12.89,0.59
Rua da Lua,132,46,1.62,16.44,0.94
Rua das Palmeiras,12,39,1.47,10.75,0.91
Rua das Laranjeiras,128,37,0.64,2.97,0.96
Rua dos Cedros,61,59,2.24,25.86,0.37
Rua das Flores,38,27,3.25,27.91,0.38
Rua da Colina,53,131,4.29,29.81,0.6
Rua das Laranjeiras,42,31,1.48,28.13,0.22
Rua das Rosas,110,130,4.87,22.02,0.15
Rua das Oliveiras,44,27,4.57,6.61,0.29
Rua das Rosas,25,74,0.93,19.37,0.72
Rua da Cascata,21,40,2.6,17.59,0.66
Rua da Colina,139,32,1.91,23.33,0.1
Rua da Cascata,93,102,1.36,18.17,0.67
Rua das Rosas,145,129,4.09,29.63,0.29
Rua dos Girassois,66,90,4.96,10.58,0.69
Rua da Colina,41,12,2.04,1.6,0.6
Rua das Aguas,82,21,3.56,18.2,0.97
Rua do Sol,102,140,3.24,5.48,0.93
Rua da Cascata,136,129,4.17,15.72,0.26
Rua das Rosas,97,147,2.66,22.75,0.22
Rua das Flores,36,77,4.92,22.81,0.3
Rua das Laranjeiras,112,55,3.75,14.07,0.71
Rua dos Lirios,128,95,1.85,20.8,0.78
Rua dos Cravos,60,111,1.43,7.22,0.62
Rua da Cascata,121,136,1.7,11.57,0.76
Rua dos Ipes,86,3,4.7,9.43,0.33
Rua da Colina,137,79,4.04,4.72,0.5
Rua das Margaridas,1,102,1.67,9.95,0.48
Rua das Rosas,85,56,0.99,7.86,0.51
Rua das Rosas,23,97,2.19,28.8,0.65
Rua das Aguas,106,128,2.13,25.42,0.57
Rua da Montanha,42,60,1.16,9.62,0.65
Rua das Laranjeiras,9,23,1.11,17.3,0.78
Rua dos Cravos,88,42,0.71,13.09,0.44
Rua dos Pinheiros,155,143,3.16,26.42,0.58
Rua da Lua,35,90,0.65,17.03,0.42
Rua do Campo,72,8,4.63,25.68,0.61
Rua dos Cedros,22,67,2.27,6.72,0.81
Rua das Aguas,84,130,3.27,1.35,0.79
Rua das Nuvens,104,4,1.6,11.01,0.47
Rua dos Pinheiros,17,140,0.78,25.04,0.65
Rua das Laranjeiras,96,57,3.78,23.75,0.91
Rua do Sol,126,125,2.39,4.38,0.13
Rua dos Passaros,51,83,4.25,6.84,0.58
Rua das Margaridas,70,63,1.8,28.36,0.67
Rua das Laranjeiras,98,38,2.73,19.28,0.7
Rua dos Pinheiros,73,42,2.15,1.76,0.67
Rua dos Pinheiros,104,87,2.84,9.39,0.96
Rua das Rosas,131,108,1.47,19.83,0.35
Rua das Laranjeiras,95,33,1.45,24.37,0.38
Rua das Nuvens,116,55,0.93,21.03,0.71
Rua da Aurora,87,102,3.02,19.88,0.41
Rua dos Jacarandas,118,120,3.8,25.93,0.98
Rua das Laranjeiras,63,143,4.57,21.25,0.81
Rua das Acacias,65,111,2.84,26.44,0.13
Rua dos Lirios,83,135,2.51,10.11,0.95
Rua das Rosas,140,47,1.9,5.93,0.52
Rua da Aurora,154,121,3.14,16.59,0.25
Rua das Laranjeiras,108,131,2.29,28.98,0.73
Rua dos Jacarandas,111,47,0.63,28.38,0.48
Rua dos Jacarandas,57,35,3.41,20.54,0.98
Rua da Montanha,4,27,4.97,13.31,0.64
Rua das Rosas,76,117,3.07,11.15,0.28
Rua da Colina,111,157,1.49,13.1,0.83
Rua da Lua,67,145,1.13,15.29,0.56
Rua da Montanha,66,39,2.33,22.02,0.89
Rua da Cascata,34,38,1.96,3.7,0.5
Rua da Cascata,147,145,4.4,22.53,0.7
Rua das Margaridas,0,55,4.87,13.54,0.58
Rua do Campo,143,89,2.26,12.03,0.81
Rua das Acacias,27,155,1.52,18.51,0.98
Rua da Lua,62,16,1.13,5.63,0.22
Rua dos Lirios,7,143,2.44,12.97,0.6
Rua das Aguas,148,115,3.77,9.89,0.26
Rua dos Girassois,114,109,1.67,24.59,0.76
Rua do Campo,26,138,4.37,3.67,0.52
Rua dos Passaros,93,148,2.92,14.3,0.85
Rua das Palmeiras,66,21,0.53,8.9,0.19
Rua das Flores,78,31,1.45,25.53,0.65
Rua das Margaridas,17,15,4.49,29.47,0.4
Rua das Acacias,15,149,0.52,21.28,0.77
Rua das Rosas,138,149,2.18,5.07,0.43
Rua das Palmeiras,0,36,4.38,21.11,0.42
Rua das Orquideas,136,37,0.72,3.01,0.73
Rua das Laranjeiras,149,40,3.77,23.15,0.42
Rua das Laranjeiras,150,62,0.92,3.52,0.17
Rua das Flores,97,57,4.87,22.52,0.7
Rua da Montanha,139,125,4.62,21.36,0.52
Rua da Colina,95,21,1.15,22.06,0.18
Rua dos Ipes,12,118,1.83,20.39,0.74
Rua das Margaridas,147,93,3.12,20.07,0.35
Rua das Nuvens,82,65,3.91,25.55,0.64
Rua dos Passaros,73,68,3.54,22.67,0.24
Rua das Margaridas,25,36,2.05,9.72,0.74
Rua da Cascata,146,152,2.98,20.72,0.57
Rua do Campo,44,50,3.05,13.94,0.74
Rua dos Cedros,82,125,4.25,13.31,0.84
Rua da Colina,98,42,4.45,25.16,0.76
Rua da Colina,2,135,2.0,28.66,0.51
Rua da Lua,101,71,3.45,16.19,0.55
Rua da Lua,78,49,3.79,21.32,0.79
Rua da Montanha,21,140,2.39,16.16,0.27
Rua das Nuvens,57,82,3.79,29.28,0.41
Rua da Lua,60,102,1.62,27.77,0.14
Rua da Montanha,145,104,2.64,13.22,0.96
Rua do Sol,96,133,3.38,19.45,0.63
Rua dos Ipes,130,41,4.46,29.77,0.35
Rua das Violetas,20,39,2.43,1.21,0.78
Rua dos Pinheiros,18,33,3.79,5.55,0.65
Rua das Oliveiras,12,38,2.6,24.26,0.36
Rua da Colina,19,99,1.26,22.31,0.75
Rua da Aurora,30,108,2.44,24.35,0.16
Rua dos Cedros,25,120,3.39,4.97,0.21
Rua das Margaridas,43,80,3.25,15.61,0.18
Rua dos Ipes,127,89,0.55,14.98,0.8
Rua do Sol,147,139,3.71,5.94,0.75
Rua dos Cravos,131,118,4.45,22.14,0.48
Rua dos Cedros,133,9,4.1,29.61,0.48
Rua dos Pinheiros,100,144,0.98,5.93,0.1
Rua dos Girassois,62,25,2.38,1.39,0.58
Rua dos Ipes,114,55,4.12,2.04,1.0
Rua dos Cravos,61,60,1.79,3.2,0.95
Rua dos Ipes,68,116,0.91,13.96,0.81
Rua das Violetas,151,102,4.46,28.96,0.98
Rua dos Jacarandas,91,105,4.02,23.29,0.68
Rua da Aurora,52,59,4.72,7.77,0.33
Rua do Sol,23,138,4.3,9.85,0.36
Rua dos Passaros,5,78,3.3,20.49,0.43
Rua das Rosas,5,89,2.12,9.49,0.19
Rua dos Jacarandas,92,89,4.43,18.31,0.56
Rua das Nuvens,121,37,3.9,13.68,0.59
Rua dos Cedros,10,60,2.19,27.68,0.45
Rua das Violetas,16,133,4.21,14.31,0.42
Rua da Montanha,117,71,1.88,24.66,0.93
Rua do Sol,23,144,4.14,27.11,0.45
Rua das Oliveiras,124,144,1.59,18.25,0.66
Rua da Montanha,110,26,0.96,5.68,0.7
Rua das Margaridas,54,7,3.45,14.68,0.43
Rua das Nuvens,124,151,2.18,4.8,0.91
Rua da Lua,77,39,3.91,15.85,0.58
Rua da Aurora,124,24,1.37,27.16,0.54
Rua dos Ipes,81,58,4.76,11.05,0.94
Rua das Laranjeiras,155,121,3.25,7.0,0.79
Rua dos Passaros,43,149,2.34,15.63,0.29
Rua das Acacias,10,85,3.89,6.86,0.49
Rua da Lua,147,114,1.68,25.01,0.69
Rua dos Cravos,115,102,0.85,17.69,0.74
Rua das Orquideas,12,114,2.74,27.08,0.95
Rua da Montanha,104,74,1.12,19.42,0.33
Rua das Laranjeiras,112,128,3.17,12.12,0.12
Rua dos Jacarandas,0,139,0.92,4.13,0.53
Rua das Rosas,83,113,3.52,25.7,0.39
Rua das Flores,77,154,2.66,18.88,0.91
Rua das Orquideas,48,121,2.27,4.9,0.59
Rua das Aguas,136,65,1.51,16.0,0.12
Rua das Palmeiras,32,111,1.17,18.36,0.76
Rua das Rosas,112,79,0.6,1.41,0.93
Rua dos Ipes,90,61,0.74,19.43,0.95
Rua do Sol,91,92,0.63,4.54,0.51
Rua da Cascata,102,32,1.08,21.61,0.13
Rua das Palmeiras,116,124,3.53,21.85,0.11
Rua da Cascata,91,82,4.64,28.03,0.12
Rua do Sol,11,7,3.33,15.51,0.84
Rua da Aurora,43,141,4.42,11.07,0.46
Rua da Colina,65,149,1.48,24.24,0.37
Rua dos Jacarandas,18,25,0.91,16.37,0.24
Rua das Palmeiras,83,36,1.71,28.75,0.21
Rua dos Cravos,29,91,0.9,23.99,0.74
Rua dos Cedros,13,94,2.73,12.88,0.6
Rua do Campo,10,89,3.11,3.23,0.34
Rua das Acacias,21,135,0.7,18.38,0.42
Rua dos Cedros,13,29,0.87,22.96,0.42
Rua das Acacias,20,24,1.76,21.35,0.21
Rua da Montanha,57,63,1.36,20.51,0.73
Rua das Orquideas,59,78,1.41,21.42,0.5
Rua das Violetas,150,47,1.71,21.13,0.82
Rua da Aurora,64,128,1.65,27.4,0.75
Rua dos Jacarandas,125,96,3.87,13.41,0.13
Rua das Rosas,132,38,2.59,17.36,0.93
Rua das Aguas,78,100,3.81,5.03,0.34
Rua do Campo,100,138,3.06,7.85,0.11
Rua dos Cravos,56,23,4.11,15.06,0.85
Rua da Colina,57,156,1.33,12.75,0.71
Rua das Rosas,152,33,4.27,11.88,0.62
Rua das Acacias,129,142,0.88,16.62,0.88
Rua dos Jacarandas,3,58,4.92,13.34,0.7
Rua das Margaridas,56,77,4.71,13.4,0.52
Rua das Flores,42,47,4.46,1.81,0.77
Rua do Campo,19,51,4.13,7.55,0.2
Rua das Violetas,93,2,4.92,17.52,1.0
Rua dos Cedros,71,84,4.95,5.64,0.92
Rua do Campo,25,36,2.59,25.28,0.85
Rua das Aguas,152,138,4.06,15.14,0.18
Rua dos Cravos,23,8,1.38,23.47,0.72
Rua das Orquideas,53,51,2.37,7.15,0.18
Rua dos Jacarandas,1,103,2.73,8.34,0.18
Rua das Rosas,46,156,1.77,21.68,0.4
Rua da Cascata,19,28,2.2,20.4,0.4
Rua do Campo,57,50,0.7,4.3,0.5
Rua do Campo,18,51,2.77,11.44,0.65
Rua dos Lirios,141,96,3.02,27.45,0.38
Rua da Montanha,43,44,1.32,3.62,0.81
Rua das Violetas,47,42,2.31,17.09,0.32
Rua das Orquideas,90,144,3.21,17.65,0.53
Rua dos Lirios,151,96,2.04,29.81,0.8
Rua das Rosas,12,40,0.9,1.72,0.42
Rua das Flores,81,155,1.86,10.73,0.5
Rua dos Passaros,41,59,2.84,29.39,0.68
Rua da Lua,25,49,4.85,14.63,0.63
Rua das Violetas,55,32,4.99,16.15,0.34
Rua do Sol,96,97,3.23,7.98,0.41
Rua da Montanha,147,99,3.48,8.65,0.43
Rua da Aurora,147,14,3.66,6.07,0.85
Rua dos Passaros,135,85,2.29,15.03,0.33
Rua dos Pinheiros,123,31,4.81,1.2,0.94
Rua das Flores,112,0,3.3,22.56,0.14
Rua da Lua,84,150,2.03,17.03,0.63
Rua das Laranjeiras,63,58,1.26,5.37,0.58
Rua das Acacias,99,31,1.89,2.24,0.89
Rua das Palmeiras,6,139,0.54,18.73,0.97
Rua da Colina,3,91,1.55,4.7,0.35
Rua da Aurora,121,32,1.48,26.9,0.12
Rua das Margaridas,81,12,4.8,21.65,0.96
Rua das Palmeiras,9,54,1.29,26.06,0.32
Rua das Acacias,18,53,3.01,20.57,0.47
Rua do Campo,48,81,3.0,7.17,0.69
Rua da Montanha,46,4,0.57,6.75,0.5
Rua dos Passaros,152,26,0.76,4.46,0.29
Rua da Aurora,33,132,1.51,29.4,0.71
Rua da Aurora,97,106,2.95,26.58,0.54
Rua das Aguas,69,66,0.73,8.78,0.22
Rua dos Cedros,43,88,2.46,6.68,0.59
Rua das Acacias,90,49,4.57,22.05,0.11
Rua da Cascata,13,155,1.19,23.82,0.54
Rua dos Passaros,41,93,1.19,20.92,0.59
Rua das Laranjeiras,22,145,2.3,28.09,0.13
Rua da Aurora,43,102,3.03,14.69,0.53
Rua do Sol,59,20,0.57,3.5,0.86
Rua das Violetas,79,32,2.12,18.93,0.27
Rua das Nuvens,130,48,1.25,23.3,0.35
Rua da Lua,75,33,1.03,17.71,0.63
Rua dos Jacarandas,92,110,2.73,29.33,0.63
Rua dos Lirios,80,111,2.96,15.51,0.74
Rua das Rosas,104,89,2.74,28.2,0.13
Rua das Margaridas,87,17,3.06,3.77,0.12
Rua dos Girassois,1,58,0.96,23.67,0.68
Rua dos Cedros,100,154,3.2,29.04,0.83
Rua das Violetas,8,112,1.72,9.91,0.49
Rua das Aguas,75,38,1.82,24.39,0.84
Rua dos Pinheiros,120,151,3.56,2.71,0.4
Rua dos Cravos,76,154,1.83,11.64,0.56
Rua da Montanha,110,32,1.3,12.61,0.51
Rua da Colina,134,82,1.47,2.58,0.54
Rua da Aurora,5,69,3.08,26.59,0.88
Rua da Cascata,149,144,4.07,28.0,0.47
Rua das Acacias,14,104,1.45,3.65,0.21
Rua das Aguas,32,11,0.58,23.52,0.62
Rua dos Girassois,128,105,1.15,26.38,0.44
Rua dos Cedros,35,155,1.75,10.4,0.3
Rua do Campo,96,47,1.37,20.25,0.1
Rua das Oliveiras,153,40,3.54,16.33,0.22
Rua das Acacias,61,102,2.02,9.86,0.68
Rua da Aurora,65,114,2.52,26.18,0.72
Rua da Lua,46,130,3.15,6.65,0.29
Rua da Colina,96,33,1.35,11.7,0.6
Rua das Acacias,95,122,2.16,5.45,0.49
Rua das Acacias,132,117,0.9,17.89,0.91
Rua da Montanha,45,62,1.98,5.02,0.21
Rua da Montanha,12,87,0.8,8.96,0.57
Rua do Campo,152,10,0.67,9.35,0.64
Rua da Aurora,59,30,3.83,2.96,0.15
Rua dos Cravos,28,143,4.33,8.81,0.86
Rua das Nuvens,129,152,3.96,15.56,0.7
Rua das Rosas,75,1,3.28,10.34,0.54
